57,"['296', '593', '480', '2571', '589', '1', '1210', '457', '2858', '780', '1580', '50', '588', '47', '2762', '377', '364', '150', '32', '4993']"
58,"['356', '593', '296', '260', '480', '318', '1196', '1270', '589', '588', '1210', '1', '110', '2571', '1198', '457', '1580', '780', '527', '2858']"
59,"['356', '260', '2571', '1196', '589', '1', '110', '1270', '1198', '457', '47', '608', '588', '2762', '1210', '364', '592', '780', '1580', '377']"
60,"['296', '356', '318', '260', '593', '2571', '1270', '2858', '1196', '480', '1198', '527', '1', '2959', '4993', '50', '1210', '589', '2762', '47']"
61,"['356', '296', '318', '260', '480', '1', '1270', '1196', '1198', '589', '2959', '110', '527', '1210', '2762', '780', '2858', '1265', '47', '2028']"
62,"['2571', '356', '296', '593', '4993', '1198', '7153', '5952', '1', '480', '527', '4306', '858', '2858', '589', '50', '110', '2762', '3578', '6539']"
63,"['356', '296', '1196', '1270', '589', '527', '110', '1210', '1580', '608', '780', '588', '2028', '858', '50', '364', '47', '590', '1265', '377']"
64,"['480', '588', '589', '364', '47', '316', '377', '527', '367', '292', '500', '208', '10', '1', '597', '50', '454', '780', '260', '32']"
65,"['1196', '356', '1198', '318', '593', '296', '2571', '608', '2858', '527', '1', '480', '2028', '1193', '1197', '50', '589', '1580', '1097', '1265']"
66,"['296', '318', '527', '1210', '1', '780', '47', '2028', '380', '590', '50', '588', '592', '150', '4993', '364', '32', '2762', '2959', '5952']"
67,"['380', '150', '588', '32', '527', '608', '344', '377', '47', '500', '231', '165', '50', '367', '1210', '153', '1196', '1270', '2571', '1198']"
68,"['296', '593', '2571', '589', '110', '1210', '588', '364', '2858', '47', '2959', '2028', '608', '377', '50', '858', '595', '32', '1240', '344']"
69,"['593', '480', '260', '2571', '588', '589', '110', '1196', '457', '1198', '780', '590', '47', '380', '150', '1580', '592', '1210', '2762', '2858']"
70,"['260', '356', '296', '480', '6', '593', '1210', '318', '457', '589', '110', '380', '150', '588', '364', '590', '592', '377', '527', '47']"
71,"['593', '296', '356', '318', '260', '1198', '608', '480', '527', '1196', '2571', '1270', '858', '50', '2762', '1', '110', '2028', '457', '1210']"
72,"['1198', '1210', '589', '1580', '780', '1265', '1704', '1240', '364', '1721', '457', '588', '32', '1291', '1136', '1197', '1089', '377', '1097', '367']"
73,"['1073', '4973', '587', '539', '357', '1610', '912', '750', '454', '329', '3408', '1079', '339', '434', '1307', '2640', '1247', '440', '2268', '1035']"
74,"['296', '593', '318', '480', '589', '1270', '1198', '1', '2858', '780', '1580', '588', '457', '608', '4993', '2959', '47', '380', '364', '590']"
75,"['296', '593', '1210', '110', '2858', '780', '608', '2028', '457', '2762', '50', '47', '588', '364', '380', '590', '150', '3578', '1097', '1036']"
76,"['356', '318', '260', '296', '593', '1270', '1196', '527', '1198', '480', '2858', '608', '2571', '1', '1580', '1265', '2762', '858', '1210', '457']"
77,"['527', '5952', '150', '50', '2028', '7153', '858', '1089', '4226', '153', '1193', '2997', '539', '1213', '1221', '4995', '357', '1617', '778', '454']"
78,"['1', '1198', '527', '2762', '457', '608', '380', '592', '590', '1036', '367', '344', '5349', '1291', '4963', '1197', '231', '595', '2716', '4886']"
79,"['296', '593', '318', '589', '110', '1270', '1198', '527', '457', '364', '380', '590', '47', '2959', '2762', '32', '2858', '2028', '608', '377']"
80,"['296', '356', '260', '1', '593', '480', '648', '318', '736', '457', '150', '590', '110', '589', '380', '592', '733', '1073', '527', '588']"
81,"['296', '356', '593', '2571', '260', '2858', '1270', '527', '1198', '1196', '858', '608', '4993', '480', '50', '5952', '2762', '1', '2028', '7153']"
82,"['480', '589', '377', '527', '500', '349', '597', '1', '780', '32', '260', '185', '587', '539', '586', '608', '357', '161', '648', '2571']"
83,"['296', '318', '260', '593', '1196', '1198', '1', '527', '589', '110', '1580', '2762', '858', '2959', '457', '4993', '2028', '780', '5952', '588']"
84,"['318', '593', '1270', '480', '2762', '527', '1580', '858', '5349', '47', '780', '1240', '50', '1265', '1704', '1291', '364', '1721', '79132', '3793']"
85,"['150', '47', '780', '1', '32', '50', '260', '539', '34', '39', '608', '736', '2571', '1270', '1196', '1210', '440', '1198', '300', '1580']"
86,"['356', '457', '380', '344', '377', '50', '165', '367', '648', '153', '736', '349', '1196', '10', '1270', '1210', '1198', '2571', '434', '2858']"
87,"['356', '296', '480', '593', '318', '589', '110', '457', '1196', '6', '380', '527', '2571', '1198', '150', '588', '1270', '592', '364', '590']"
88,"['1', '589', '110', '1198', '1210', '590', '50', '4306', '2028', '32', '858', '367', '1721', '1240', '597', '1036', '34', '1682', '2918', '8961']"
89,"['356', '593', '1196', '4993', '527', '1270', '1198', '1210', '457', '47', '380', '150', '592', '4306', '2858', '1580', '377', '50', '32', '608']"
90,"['356', '296', '593', '480', '318', '1210', '1196', '589', '110', '2571', '457', '1270', '527', '1198', '588', '150', '380', '47', '364', '590']"
91,"['296', '593', '480', '2959', '2762', '2858', '1580', '780', '858', '47', '364', '457', '6539', '50', '8961', '150', '608', '5349', '1721', '377']"
92,"['593', '260', '586', '185', '1270', '2571', '1196', '1210', '1198', '733', '1580', '1036', '2858', '1073', '2762', '1265', '410', '2028', '1097', '858']"
93,"['356', '296', '318', '593', '480', '2571', '1196', '527', '589', '110', '2858', '1210', '608', '780', '2762', '47', '50', '2028', '380', '2959']"
94,"['1196', '589', '47', '1210', '608', '364', '457', '588', '1240', '377', '32', '4963', '380', '592', '4886', '1036', '1291', '1097', '1197', '1136']"
95,"['356', '318', '2571', '1196', '589', '1270', '1', '110', '527', '1580', '588', '608', '47', '380', '377', '592', '858', '590', '50', '1265']"
96,"['296', '593', '356', '260', '2571', '858', '1198', '1270', '1196', '480', '1', '1193', '2028', '2959', '2762', '1210', '47', '110', '457', '589']"
97,"['260', '2858', '4993', '2762', '47', '457', '780', '4306', '150', '377', '590', '592', '1704', '380', '1097', '6539', '344', '367', '1682', '5349']"
98,"['318', '593', '260', '2571', '480', '1270', '1', '1196', '527', '4993', '2959', '110', '589', '5952', '7153', '1580', '1210', '4306', '47', '588']"
99,"['260', '2571', '589', '1196', '1270', '1198', '590', '780', '364', '150', '2762', '858', '592', '1265', '32', '344', '1097', '4306', '1197', '500']"
100,"['260', '296', '356', '480', '593', '318', '1210', '457', '589', '380', '110', '150', '588', '364', '36', '494', '592', '590', '527', '377']"
101,"['356', '296', '593', '480', '110', '1', '2959', '2858', '780', '1580', '858', '2762', '608', '47', '50', '4306', '588', '3578', '380', '592']"
102,"['356', '480', '2571', '1', '589', '110', '2028', '1580', '588', '32', '377', '1721', '2959', '380', '364', '1291', '4993', '595', '3578', '5952']"
103,"['356', '296', '260', '318', '480', '1196', '1270', '1', '1210', '1198', '110', '4993', '527', '2762', '5952', '608', '2028', '7153', '4306', '457']"
104,"['356', '593', '480', '1', '1270', '2959', '1198', '1210', '4306', '527', '2028', '47', '2762', '780', '858', '8961', '2858', '1580', '4886', '50']"
105,"['527', '1', '588', '1097', '4306', '595', '1197', '1704', '231', '2628', '34', '2918', '1073', '4886', '924', '919', '3114', '1517', '39', '8961']"
106,"['356', '2571', '260', '318', '296', '4993', '593', '1270', '5952', '1196', '2959', '7153', '480', '1198', '1580', '2858', '1210', '527', '2028', '6539']"
107,"['356', '318', '2571', '593', '260', '2858', '480', '4993', '5952', '1270', '2762', '1', '4306', '7153', '1196', '47', '2028', '3578', '110', '50']"
108,"['592', '318', '150', '165', '316', '527', '597', '349', '292', '780', '1', '50', '260', '32', '587', '539', '586', '2571', '39', '357']"
109,"['356', '480', '260', '110', '589', '457', '2571', '527', '380', '1', '150', '590', '588', '1196', '780', '364', '50', '1270', '1198', '608']"
110,"['110', '316', '1', '50', '608', '288', '1210', '1270', '1196', '2571', '2', '1198', '440', '300', '1580', '1073', '293', '442', '1036', '21']"
111,"['1', '780', '590', '2762', '2028', '858', '500', '4306', '1097', '34', '736', '165', '316', '6539', '1193', '153', '357', '3793', '1214', '4886']"
112,"['260', '608', '356', '480', '593', '318', '457', '589', '380', '110', '150', '1210', '592', '588', '590', '364', '527', '47', '377', '25']"
113,"['780', '32', '736', '608', '648', '1', '356', '296', '260', '480', '593', '733', '457', '1073', '95', '318', '380', '590', '589', '150']"
114,"['296', '480', '150', '318', '110', '344', '589', '377', '231', '316', '47', '527', '500', '367', '597', '454', '329', '1', '780', '50']"
115,"['356', '296', '593', '260', '2571', '1', '2858', '1196', '527', '1198', '589', '110', '457', '780', '4993', '50', '47', '1210', '588', '5952']"
116,"['110', '589', '527', '1', '457', '588', '380', '150', '590', '1196', '592', '1270', '1198', '364', '344', '50', '780', '1210', '377', '595']"
117,"['356', '296', '593', '260', '2571', '1270', '480', '2858', '1198', '1196', '858', '2762', '2028', '1', '110', '2959', '608', '50', '1265', '4993']"
118,"['356', '318', '1198', '2858', '110', '1', '858', '1097', '588', '590', '2959', '1265', '4993', '592', '380', '150', '1721', '364', '1197', '5952']"
119,"['380', '150', '2959', '4993', '344', '5952', '500', '34', '367', '3578', '4306', '231', '7153', '2396', '586', '165', '539', '2791', '357', '1393']"
120,"['318', '260', '110', '1196', '527', '1210', '588', '590', '150', '4993', '858', '5952', '344', '367', '595', '7153', '3578', '1291', '1197', '1704']"
121,"['344', '47', '231', '260', '500', '367', '32', '292', '608', '208', '434', '648', '185', '586', '1196', '288', '2571', '1270', '1198', '1210']"
122,"['480', '593', '457', '110', '589', '364', '47', '377', '500', '367', '597', '50', '454', '780', '260', '32', '34', '587', '539', '608']"
123,"['356', '296', '2858', '260', '2571', '593', '318', '1270', '480', '1210', '1198', '1196', '527', '2028', '1580', '2716', '110', '589', '1', '608']"
124,"['260', '480', '1196', '1210', '1580', '780', '457', '858', '50', '364', '588', '608', '1265', '377', '150', '1721', '380', '32', '590', '1704']"
125,"['593', '527', '589', '110', '2762', '588', '3578', '377', '590', '380', '592', '32', '4963', '500', '541', '3793', '1923', '3114', '34', '2997']"
126,"['296', '110', '165', '47', '527', '597', '780', '253', '587', '260', '434', '50', '32', '586', '648', '608', '339', '288', '2571', '1196']"
127,"['296', '593', '457', '590', '318', '588', '592', '589', '150', '364', '344', '377', '110', '595', '231', '780', '47', '165', '527', '316']"
128,"['296', '318', '260', '2571', '589', '457', '1270', '1196', '590', '2858', '150', '1198', '592', '608', '32', '500', '344', '50', '2959', '648']"
129,"['356', '296', '318', '593', '480', '2571', '260', '1', '2858', '110', '2762', '589', '2959', '780', '1196', '1210', '1198', '1270', '1580', '4993']"
130,"['296', '47', '2762', '32', '344', '1073', '1923', '586', '1089', '733', '587', '539', '924', '253', '1917', '1517', '357', '39', '2683', '2706']"
131,"['296', '318', '2571', '260', '480', '527', '2959', '1270', '1', '1196', '1198', '110', '1580', '1210', '608', '4993', '589', '858', '588', '5952']"
132,"['318', '480', '260', '2959', '1', '527', '4993', '2858', '110', '589', '1196', '5952', '47', '1198', '588', '457', '7153', '50', '2762', '608']"
133,"['2571', '260', '480', '1196', '527', '1', '5952', '2858', '7153', '4306', '2028', '858', '50', '1210', '589', '608', '1580', '364', '6539', '3578']"
134,"['527', '50', '2028', '380', '150', '590', '858', '1704', '1682', '34', '1089', '733', '1213', '1732', '1221', '3996', '919', '2706', '1617', '4995']"
135,"['780', '1', '260', '32', '356', '296', '648', '608', '480', '593', '733', '457', '318', '380', '110', '1073', '589', '150', '592', '590']"
136,"['356', '296', '2571', '593', '480', '1270', '1198', '589', '527', '110', '2959', '1580', '2762', '2858', '2028', '457', '858', '47', '150', '50']"
137,"['356', '593', '480', '318', '1198', '110', '1', '527', '457', '780', '608', '592', '150', '47', '2028', '377', '2762', '4993', '858', '1197']"
138,"['593', '1196', '1198', '2858', '1210', '589', '110', '2762', '47', '1580', '608', '1704', '1265', '364', '1240', '4963', '1721', '457', '588', '1036']"
139,"['356', '260', '296', '593', '1198', '2858', '1', '527', '4993', '2028', '2959', '2762', '5952', '608', '780', '858', '457', '1265', '4306', '50']"
140,"['296', '2571', '260', '480', '4993', '1', '1270', '5952', '527', '1196', '2959', '1198', '110', '589', '7153', '588', '2858', '2762', '1210', '47']"
141,"['296', '593', '260', '589', '110', '1', '1196', '527', '1270', '1198', '457', '780', '588', '2858', '1580', '4993', '2762', '2959', '380', '590']"
142,"['318', '480', '2571', '1198', '527', '589', '110', '1210', '457', '2858', '588', '608', '780', '1580', '858', '2762', '380', '4993', '590', '592']"
143,"['2571', '260', '1270', '50', '1', '589', '110', '1196', '1198', '4993', '608', '457', '5952', '858', '2762', '2028', '7153', '1210', '780', '364']"
144,"['318', '110', '595', '231', '367', '597', '208', '780', '50', '1', '587', '260', '34', '539', '339', '586', '357', '648', '608', '161']"
145,"['590', '457', '318', '527', '349', '1', '454', '260', '50', '34', '539', '648', '586', '288', '2571', '339', '608', '357', '39', '736']"
146,"['296', '2571', '589', '110', '527', '4993', '5952', '590', '47', '7153', '2858', '50', '608', '32', '595', '858', '367', '231', '648', '1265']"
147,"['318', '356', '593', '2571', '260', '2959', '480', '1270', '1', '858', '4993', '1196', '1198', '47', '5952', '2762', '110', '2028', '7153', '589']"
148,"['356', '296', '593', '260', '318', '1270', '1196', '1', '1198', '527', '1210', '608', '110', '457', '2762', '2028', '2959', '50', '47', '858']"
149,"['4993', '5952', '1196', '1198', '4306', '527', '2762', '1210', '589', '110', '858', '2028', '1580', '6539', '3578', '608', '364', '8961', '1240', '588']"
150,"['593', '527', '47', '608', '150', '32', '4306', '595', '1197', '597', '34', '1136', '1214', '4886', '587', '293', '1200', '1089', '3114', '8961']"
151,"['593', '318', '780', '1', '260', '586', '648', '608', '736', '2571', '1270', '1196', '1198', '1210', '293', '1580', '508', '733', '1036', '2858']"
152,"['589', '527', '364', '588', '858', '592', '344', '595', '648', '1291', '1197', '6377', '2716', '3793', '165', '6874', '2918', '34', '1213', '7438']"
153,"['356', '593', '318', '260', '480', '527', '1196', '1270', '1198', '608', '4993', '589', '50', '2028', '780', '1580', '47', '858', '588', '457']"
154,"['260', '32', '736', '1073', '296', '356', '733', '480', '593', '1210', '318', '141', '457', '589', '6', '364', '110', '588', '95', '36']"
155,"['356', '296', '318', '1270', '1', '2858', '608', '4993', '858', '457', '2762', '50', '2959', '47', '588', '5952', '1265', '1036', '1291', '592']"
156,"['356', '296', '318', '593', '260', '2571', '480', '1270', '2959', '1', '1198', '1196', '527', '608', '589', '2762', '4993', '1580', '1210', '858']"
157,"['356', '318', '593', '110', '3578', '858', '364', '608', '588', '457', '150', '592', '1704', '380', '1136', '1197', '590', '231', '500', '1089']"
158,"['356', '2571', '296', '318', '260', '593', '1270', '1196', '480', '1', '2959', '4993', '589', '1210', '1198', '858', '5952', '7153', '527', '110']"
159,"['1', '590', '588', '32', '595', '4306', '1265', '648', '1036', '316', '3578', '1704', '1291', '1193', '2716', '153', '1089', '736', '6539', '293']"
160,"['296', '480', '260', '608', '1196', '2571', '1198', '110', '589', '1', '590', '588', '50', '47', '2028', '377', '1580', '380', '1210', '364']"
161,"['110', '527', '780', '1', '253', '208', '50', '260', '34', '736', '288', '2571', '1196', '1270', '1198', '733', '1210', '1580', '19', '1036']"
162,"['1', '32', '260', '733', '1073', '356', '296', '95', '480', '593', '25', '318', '802', '457', '786', '1210', '380', '832', '110', '589']"
163,"['1270', '1198', '364', '380', '47', '5952', '590', '2959', '50', '377', '2762', '608', '1580', '4306', '32', '595', '231', '500', '1265', '1240']"
164,"['356', '593', '2571', '1196', '1270', '1198', '527', '589', '2959', '780', '2762', '50', '47', '858', '588', '2028', '457', '150', '32', '1721']"
165,"['260', '1196', '1210', '4993', '5952', '590', '150', '32', '858', '7153', '597', '1197', '6539', '34', '1136', '316', '541', '1089', '6377', '153']"
166,"['296', '318', '593', '260', '2571', '1', '1270', '110', '1196', '589', '4993', '1198', '527', '2858', '1210', '780', '2762', '1580', '4306', '588']"
167,"['356', '260', '1196', '593', '296', '1198', '589', '318', '1580', '1', '110', '527', '2858', '780', '2028', '4993', '2762', '588', '457', '608']"
168,"['480', '588', '527', '47', '344', '595', '231', '316', '367', '2571', '1270', '253', '349', '34', '10', '539', '208', '586', '736', '1580']"
169,"['356', '260', '318', '296', '593', '2959', '1196', '480', '1198', '1210', '1580', '2858', '2028', '3578', '110', '5349', '589', '858', '1265', '1721']"
170,"['356', '260', '2571', '1196', '1198', '296', '593', '318', '1210', '480', '1', '1580', '589', '2858', '110', '4993', '527', '2762', '1097', '2028']"
171,"['356', '593', '318', '260', '2571', '480', '527', '1270', '2762', '1196', '2959', '50', '1', '589', '858', '1210', '2028', '457', '1580', '1265']"
172,"['593', '380', '110', '589', '595', '47', '344', '1', '260', '780', '165', '316', '231', '500', '597', '367', '608', '153', '2571', '587']"
173,"['608', '356', '648', '296', '480', '593', '318', '589', '1196', '2571', '110', '1270', '588', '1198', '457', '527', '364', '380', '150', '858']"
174,"['356', '296', '480', '318', '593', '457', '260', '589', '588', '380', '592', '1270', '527', '590', '364', '1', '1196', '110', '150', '608']"
175,"['356', '318', '593', '527', '589', '110', '2762', '780', '7153', '608', '457', '858', '50', '3578', '377', '590', '150', '1240', '380', '592']"
176,"['356', '318', '1270', '2959', '589', '110', '527', '2762', '2858', '2028', '780', '47', '3578', '1265', '858', '50', '4886', '608', '457', '8961']"
177,"['296', '260', '318', '110', '380', '590', '592', '2571', '527', '364', '1198', '648', '344', '595', '367', '2858', '500', '597', '231', '2762']"
178,"['1270', '480', '527', '4993', '589', '5952', '50', '2762', '47', '7153', '780', '4306', '457', '588', '1240', '1136', '1721', '32', '590', '150']"
179,"['356', '2571', '4993', '5952', '260', '318', '7153', '296', '2959', '593', '1196', '1198', '2762', '480', '4886', '8961', '2858', '1580', '5349', '4963']"
180,"['356', '260', '296', '318', '593', '1196', '1270', '480', '2571', '1198', '2858', '1210', '1', '2762', '1580', '110', '608', '2959', '2028', '858']"
181,"['356', '593', '318', '2571', '260', '480', '589', '2858', '2959', '110', '1', '1196', '1270', '47', '527', '1198', '4993', '5952', '50', '780']"
182,"['296', '318', '588', '592', '1', '47', '527', '32', '260', '367', '648', '153', '608', '253', '10', '434', '50', '329', '586', '39']"
183,"['356', '2571', '480', '1', '1198', '1270', '110', '589', '858', '1210', '457', '2028', '4993', '780', '5952', '588', '150', '590', '1580', '592']"
184,"['590', '150', '592', '110', '344', '47', '165', '316', '367', '50', '260', '153', '780', '32', '10', '253', '292', '587', '34', '208']"
185,"['480', '1198', '608', '457', '590', '2762', '47', '592', '380', '32', '858', '377', '5952', '1240', '1721', '1291', '344', '1036', '500', '7153']"
186,"['356', '260', '318', '296', '593', '1196', '1270', '1198', '1', '2858', '480', '1210', '2762', '2028', '527', '858', '1580', '110', '589', '4886']"
187,"['260', '1270', '1196', '527', '589', '110', '2959', '1198', '1210', '47', '457', '4306', '608', '50', '2028', '1265', '150', '858', '377', '592']"
188,"['1', '260', '50', '434', '608', '185', '2571', '1196', '1270', '1210', '1580', '1198', '161', '1073', '300', '440', '1036', '2858', '442', '1097']"
189,"['356', '296', '260', '593', '318', '480', '1196', '1210', '1198', '1580', '527', '1', '589', '110', '2028', '858', '1265', '47', '457', '50']"
190,"['356', '296', '260', '593', '2571', '318', '2959', '1270', '608', '1', '1198', '527', '480', '1196', '1580', '1210', '858', '2028', '1265', '3578']"
191,"['589', '364', '377', '316', '527', '367', '500', '597', '253', '329', '50', '1', '780', '260', '32', '587', '539', '586', '288', '2571']"
192,"['296', '150', '589', '110', '165', '153', '780', '1', '292', '253', '10', '50', '260', '32', '329', '357', '339', '648', '608', '288']"
193,"['260', '480', '2571', '1198', '589', '110', '50', '1210', '2028', '457', '2762', '2959', '1580', '588', '780', '47', '4993', '590', '150', '364']"
194,"['593', '318', '588', '595', '47', '153', '10', '1', '260', '50', '185', '539', '34', '648', '586', '357', '288', '608', '39', '161']"
